status,mean_dispersion,se_dispersion,n_participants
Healthy,23.38487226375043,0.6374301026116984,27
IBD_Inactive,22.624575603193342,0.3775056042323426,74
IBD_Active,21.240608129615218,1.0247925557361692,27
