RF_binary_AUC_mean,RF_binary_AUC_std,RF_binary_F1_mean,LR_binary_AUC_mean,LR_binary_F1_mean,RF_3class_CV_F1_mean,RF_3class_heldout_F1,UC_to_Healthy,UC_to_CD
0.6829638584814066,0.06765419013001163,0.6289234480560632,0.6271249210999352,0.5891543045534418,0.3629833334671956,0.4228,23,14
